keyword,asin,url,ad,title,price,real_price,rating,rating_count,thumbnail_url
ipad,B09G91TLNJ,https://www.amazon.com/2021-Apple-10-2-inch-Wi-Fi-256GB/dp/B09G91TLNJ/ref=sr_1_1,False,"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 256GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Silver",,,4.8,"117,967",https://m.media-amazon.com/images/I/61PnHlc0HCL._AC_UY218_.jpg
ipad,B0BJMCHC91,https://www.amazon.com/Apple-2022-10-9-inch-Wi-Fi-Cellular/dp/B0BJMCHC91/ref=sr_1_2,False,"Apple iPad (10th Generation): with A14 Bionic chip, 10.9-inch Liquid Retina Display, 64GB, Wi-Fi 6 + 5G Cellular, 12MP front/12MP Back Camera, Touch ID, All-Day Battery Life – Blue",$594.00,,4.8,"3,833",https://m.media-amazon.com/images/I/61PnHlc0HCL._AC_UY218_.jpg
ipad,B0BJLBB4MV,https://www.amazon.com/Apple-2022-12-9-inch-iPad-Pro-Wi-Fi/dp/B0BJLBB4MV/ref=sr_1_3,False,"Apple iPad Pro 12.9-inch (6th Generation): with M2 chip, Liquid Retina XDR Display, 2TB, Wi-Fi 6E, 12MP front/12MP and 10MP Back Cameras, Face ID, All-Day Battery Life – Space Gray","$2,189.00",,4.7,978,https://m.media-amazon.com/images/I/61PnHlc0HCL._AC_UY218_.jpg
ipad,B09G91LXFP,https://www.amazon.com/2021-Apple-iPad-Mini-Wi-Fi/dp/B09G91LXFP/ref=sr_1_4,False,"Apple iPad Mini (6th Generation): with A15 Bionic chip, 8.3-inch Liquid Retina Display, 64GB, Wi-Fi 6, 12MP front/12MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",,,4.8,"7,310",https://m.media-amazon.com/images/I/61PnHlc0HCL._AC_UY218_.jpg
ipad,B0BJLC171F,https://www.amazon.com/Apple-11-inch-iPad-Pro-Wi-Fi-256GB/dp/B0BJLC171F/ref=sr_1_5,False,"Apple iPad Pro 11-inch (4th Generation): with M2 chip, Liquid Retina Display, 256GB, Wi-Fi 6E, 12MP front/12MP and 10MP Back Cameras, Face ID, All-Day Battery Life – Silver",$893.99,,4.8,"1,011",https://m.media-amazon.com/images/I/61PnHlc0HCL._AC_UY218_.jpg
ipad,B09V3H386P,https://www.amazon.com/Apple-iPad-Air-5th-Generation/dp/B09V3H386P/ref=sr_1_6,False,"Apple iPad Air (5th Generation): with M1 chip, 10.9-inch Liquid Retina Display, 256GB, Wi-Fi 6, 12MP front/12MP Back Camera, Touch ID, All-Day Battery Life – Space Gray",,,4.8,"9,500",https://m.media-amazon.com/images/I/61PnHlc0HCL._AC_UY218_.jpg
ipad,B09QHXJ3YP,https://www.amazon.com/2021-Apple-10-2-inch-iPad-Wi-Fi/dp/B09QHXJ3YP/ref=sr_1_7,False,"Apple 2021 10.2-inch iPad (Wi-Fi, 64GB) - Space Gray with AppleCare+ (2 Years)",$338.99,$398.00,4.9,546,https://m.media-amazon.com/images/I/61PnHlc0HCL._AC_UY218_.jpg
ipad,B094PXZMP6,https://www.amazon.com/SAMSUNG-Android-Compact-Lasting-Battery/dp/B094PXZMP6/ref=sr_1_8,False,"SAMSUNG Galaxy Tab A7 Lite 8.7"" 32GB WiFi Android Tablet, Compact, Slim Design, Kid Friendly, Sturdy Metal Frame, Long Lasting Battery, US Version, 2021, Silver",$159.00,,4.5,"15,102",https://m.media-amazon.com/images/I/61PnHlc0HCL._AC_UY218_.jpg
ipad,B09971JCM3,https://www.amazon.com/SAMSUNG-Android-Included-Connectivity-SM-T733NLGFXAR/dp/B09971JCM3/ref=sr_1_9,False,"SAMSUNG Galaxy Tab S7 FE 12.4” 256GB WiFi Android Tablet, Large Screen, S Pen Included, Multi Device Connectivity, Long Lasting Battery, US Version, 2021, Mystic Green",$526.99,$679.99,4.7,"5,303",https://m.media-amazon.com/images/I/61PnHlc0HCL._AC_UY218_.jpg
ipad,B09NQLMS93,https://www.amazon.com/Samsung-Qualcomm-Snapdragon-Included-Productivity/dp/B09NQLMS93/ref=sr_1_10,False,"SAMSUNG Galaxy Tab S8 11” 256GB WiFi 6E Android Tablet, Large LCD Screen, S Pen Included, Ultra Wide Camera, Long Lasting Battery, US Version, 2022, Pink Gold",$679.99,$779.99,4.7,"2,868",https://m.media-amazon.com/images/I/61PnHlc0HCL._AC_UY218_.jpg
ipad,B0971G7344,https://www.amazon.com/Samsung-Cellular-Unlocked-International-Charging/dp/B0971G7344/ref=sr_1_11,False,"Samsung Galaxy Tab A7 Lite 8.7"" (2021, WiFi + Cellular) 32GB 4G LTE Tablet & Phone (Makes Calls) GSM Unlocked, International Model w/US Charging Cube - SM-T225 (Silver, LTE+WiFi)",,,4.3,895,https://m.media-amazon.com/images/I/61PnHlc0HCL._AC_UY218_.jpg
ipad,B09B17DVYR,https://www.amazon.com/Lenovo-Tab-P11-Plus-1st/dp/B09B17DVYR/ref=sr_1_12,False,"Lenovo Tab P11 Plus (1st Gen) - 2021 - Tablet - Long Battery Life - 11"" LCD - MediaTek Octa-Core Processor - 4GB Memory - 128GB Storage - Android 11 - Bluetooth & Wi-Fi",$249.99,,4.5,788,https://m.media-amazon.com/images/I/61PnHlc0HCL._AC_UY218_.jpg
ipad,B09N3YBXCN,https://www.amazon.com/Samsung-Android-Long-Lasting-Expandable-Exclusive/dp/B09N3YBXCN/ref=sr_1_13,False,"SAMSUNG Galaxy Tab A8 10.5” 32GB Android Tablet, LCD Screen, Kids Content, Smart Switch, Long Lasting Battery, US Version, 2022, Silver, Amazon Exclusive",$195.00,$229.99,4.5,"16,155",https://m.media-amazon.com/images/I/61PnHlc0HCL._AC_UY218_.jpg
ipad,B09WYXXP5K,https://www.amazon.com/SAMSUNG-Android-Lasting-Included-Speakers/dp/B09WYXXP5K/ref=sr_1_14,False,"SAMSUNG Galaxy Tab S6 Lite 10.4"" 128GB Android Tablet, S Pen Included, Slim Metal Design, AKG Dual Speakers, Long Lasting Battery, US Version, 2020, Chiffon Rose",$329.00,$429.99,4.7,"2,657",https://m.media-amazon.com/images/I/61PnHlc0HCL._AC_UY218_.jpg
ipad,B0B8G7SM4Z,https://www.amazon.com/Apple-2021-11-inch-iPad-Pro-Wi-Fi/dp/B0B8G7SM4Z/ref=sr_1_15,False,"Apple 2021 11-inch iPad Pro (Wi-Fi, 1TB) - Silver with AppleCare+ (2 Years)","$1,628.99",,5.0,6,https://m.media-amazon.com/images/I/61PnHlc0HCL._AC_UY218_.jpg
ipad,B09K2N5XTN,https://www.amazon.com/Nokia-Android-10-36-Inch-Screen-Version/dp/B09K2N5XTN/ref=sr_1_16,False,Nokia T20 | Android 11 | 10-Inch Screen | Tablet | US Version | 4/64GB | 8MP Camera | Ocean Blue,$199.99,,4.0,182,https://m.media-amazon.com/images/I/61PnHlc0HCL._AC_UY218_.jpg
ipad,B07G4M3K99,https://www.amazon.com/Apple-iPad-128GB-Model-Refurbished/dp/B07G4M3K99,False,"Apple iPad with WiFi, 128GB, Gold (2018 Model) (Renewed)",$213.00,,4.5,"1,060",https://m.media-amazon.com/images/I/61d5w87Zz-L._AC_UY218_.jpg
ipad,B0BLYKSWXW,https://www.amazon.com/Android-Keyboard-Computer-Wi-Fi%EF%BC%8CBT-Certified/dp/B0BLYKSWXW,False,"2 in 1 Tablet 10 Inch, Android 11.0 Tablet with Keyboard Case, 4GB+64GB ROM/512GB Computer Tablets, Quad Core, HD Touch Screen, Dual Carema, Games, Wi-Fi，BT, Google GMS Certified Tablet PC (Pink)",$74.99,$79.99,4.1,278,https://m.media-amazon.com/images/I/61d5w87Zz-L._AC_UY218_.jpg
ipad,B0BFC5XK2J,https://www.amazon.com/Apple-iPad-Pro-11in-Gen/dp/B0BFC5XK2J,False,Apple iPad Pro 11in (1st Gen.) - 64GB - WiFi - Space Gray (Renewed Premium),$429.00,,5.0,1,https://m.media-amazon.com/images/I/61d5w87Zz-L._AC_UY218_.jpg
ipad,B08BX8CW9V,https://www.amazon.com/Fire-HD-10-tablet/dp/B08BX8CW9V,False,"Amazon Fire HD 10 tablet, 10.1"", 1080p Full HD, 64 GB, latest model (2021 release), Black",$89.99,$189.99,4.6,"113,296",https://m.media-amazon.com/images/I/61d5w87Zz-L._AC_UY218_.jpg
ipad,B01JJBGQTO,https://www.amazon.com/Apple-iPad-Pro-Cellular-Renewed/dp/B01JJBGQTO,False,"Apple iPad Pro (32GB, Wi-Fi + Cellular, Gray) 9.7in Tablet (Renewed)",$188.99,,4.2,271,https://m.media-amazon.com/images/I/61d5w87Zz-L._AC_UY218_.jpg
ipad,B0932CJZ22,https://www.amazon.com/2021-Apple-12-9-inch-Wi%E2%80%91Fi-256GB/dp/B0932CJZ22,False,"Apple 2021 12.9-inch iPad Pro (Wi‑Fi, 256GB) - Space Gray",,,4.8,"6,012",https://m.media-amazon.com/images/I/61d5w87Zz-L._AC_UY218_.jpg
ipad,B08NTTLSF3,https://www.amazon.com/Apple-iPad-10-9-inch-Wi-Fi-256GB/dp/B08NTTLSF3,False,"Apple iPad Air (10.9-inch, Wi-Fi, 256GB) - Sky Blue (Latest Model, 4th Generation) (Renewed)",$499.95,$749.00,4.6,153,https://m.media-amazon.com/images/I/61d5w87Zz-L._AC_UY218_.jpg
ipad,B079YKZ99S,https://www.amazon.com/Apple-iPad-Cellular-Silver-Refurbished/dp/B079YKZ99S,False,"Apple iPad Air 2 WiFi Cellular (32GB, Silver Cellular)(Renewed)",$149.99,$179.00,4.3,136,https://m.media-amazon.com/images/I/61d5w87Zz-L._AC_UY218_.jpg
ipad,B078YDG5HJ,https://www.amazon.com/Apple-iPad-10-5-Wi-Fi-Cellular/dp/B078YDG5HJ,False,"Apple iPad Pro 10.5in with ( Wi-Fi + Cellular ) - 64GB, Space Gray (Renewed)",$245.00,,4.4,311,https://m.media-amazon.com/images/I/61d5w87Zz-L._AC_UY218_.jpg
ipad,B07DP7XF7C,https://www.amazon.com/Apple-iPad-mini-Tablet-Generation/dp/B07DP7XF7C,False,Apple iPad mini 7.9in WiFi 16GB iOS 6 Tablet 1stGEneration - Black & Space Gray (Renewed),$98.00,,3.6,"2,531",https://m.media-amazon.com/images/I/619utiOsCrL._AC_UY218_.jpg
ipad,B06XKH8DTC,https://www.amazon.com/Apple-Tablet-128GB-9-7in-Renewed/dp/B06XKH8DTC,False,"Apple iPad Pro Tablet (128GB, LTE, 9.7in) Space Gray (Renewed)",$215.00,,4.5,503,https://m.media-amazon.com/images/I/61t6leLWBqL._AC_UY218_.jpg
ipad,B01L2VGDZQ,https://www.amazon.com/Apple-iPad-mini-128GB-Refurbished/dp/B01L2VGDZQ,False,"Apple iPad Mini 4, 128GB, Gold - WiFi (Renewed)",$211.76,,4.4,"1,177",https://m.media-amazon.com/images/I/61d5w87Zz-L._AC_UY218_.jpg
ipad,B0BDXKMQ7D,https://www.amazon.com/Android-8000mAh-Battery-Bluetooth-Certified/dp/B0BDXKMQ7D,False,"Android Tablet, 10 inch Android 11 Tablet, 2GB RAM 32GB ROM, 512GB Expand Android Tablet with 8000mAh Battery, Dual Camera, WiFi, Bluetooth, IPS HD Touch Screen, Google GMS Certified",$54.89,$59.89,3.6,410,https://m.media-amazon.com/images/I/61d5w87Zz-L._AC_UY218_.jpg
ipad,B0BZZ482F8,https://www.amazon.com/Keyboard-Tablets-Quad-Core-Processor-1280x800/dp/B0BZZ482F8,False,"2023 Newest Tablet with Keyboard, 10 inch 2 in 1 Tablets, Android 11 OS Quad-Core Processor, 64GB ROM+4GB RAM+512GB Expend Tablet PC, Case/Mouse/Stylus/8MP Camera/6000mAh Battery/1280x800 HD Display",$79.98,,3.9,154,https://m.media-amazon.com/images/I/619utiOsCrL._AC_UY218_.jpg
ipad,B0B2ZK6PS2,https://www.amazon.com/Cellular-Keyboard-Octa-Core-Processor-Bluetooth/dp/B0B2ZK6PS2,False,"Android 11.0 Tablet, 2023 Latest 2 in 1 Tablet 10.1 Inch, 4G Cellular Tablet with Keyboard, 64GB+4GB Storage, Octa-Core Processor, 2 Sim Slot, 13MP Camera, Mouse/Stylus/GPS/WiFi/Bluetooth (Silver)",$169.99,$189.99,4.2,862,https://m.media-amazon.com/images/I/619utiOsCrL._AC_UY218_.jpg
ipad,B01BSBDNW6,https://www.amazon.com/Apple-iPad-Silver-Wi-Fi-A1474/dp/B01BSBDNW6,False,Apple iPad Air 16GB Silver Wi-Fi A1474,$139.00,,4.2,792,https://m.media-amazon.com/images/I/61t6leLWBqL._AC_UY218_.jpg
ipad,B06XHRCB4X,https://www.amazon.com/Apple-Pro-Tablet-9-7-Renewed/dp/B06XHRCB4X,False,"Apple iPad Pro Tablet (32GB, Wi-Fi, 9.7in) Space Gray (Renewed)",$163.20,$175.86,4.5,"1,102",https://m.media-amazon.com/images/I/61t6leLWBqL._AC_UY218_.jpg
ipad,B07GBGQD76,https://www.amazon.com/Apple-Mini-4-16GB-Space-Refurbished/dp/B07GBGQD76,False,"Apple iPad Mini 4, 16GB, Space Gray - WiFi (Renewed)",$199.00,,4.0,443,https://m.media-amazon.com/images/I/61t6leLWBqL._AC_UY218_.jpg
ipad,B0728HMXFD,https://www.amazon.com/Apple-iPad-Mini-Space-Refurbished/dp/B0728HMXFD,False,"Apple iPad Mini 4, 64GB, Space Gray - WiFi (Renewed)",$199.85,,4.3,489,https://m.media-amazon.com/images/I/61d5w87Zz-L._AC_UY218_.jpg
ipad,B0BTRLY3PY,https://www.amazon.com/Apple-11-inch-Wi-Fi-Cellular-128GB/dp/B0BTRLY3PY,False,"2022 Apple iPad Pro (11-inch, Wi-Fi + Cellular, 128GB) - Silver (Renewed)",$820.00,$999.00,4.6,11,https://m.media-amazon.com/images/I/61d5w87Zz-L._AC_UY218_.jpg
ipad,B07BBSXRMW,https://www.amazon.com/Apple-iPad-10-5-64GB-Wi-Fi/dp/B07BBSXRMW,False,"Apple iPad Pro 10.5in (2017) 64GB, Wi-Fi - Space Gray (Renewed)",$254.00,,4.3,165,https://m.media-amazon.com/images/I/61d5w87Zz-L._AC_UY218_.jpg
ipad,B0B2RMXD5P,https://www.amazon.com/Storage-Tablets-Android-Quad-Core-Processor/dp/B0B2RMXD5P,False,"10 Inch Tablet, 64GB Storage Tablets, Android 11 Tab, 512GB Expand, 8MP Camera, Quad-Core Processor 2GB RAM WiFi 6000MAH Battery 10.1'' IPS HD Touch Screen Google Tableta, Pink.",$64.99,,4.0,727,https://m.media-amazon.com/images/I/619utiOsCrL._AC_UY218_.jpg
ipad,B08NPH29YG,https://www.amazon.com/Apple-iPad-10-9-inch-Wi-Fi-64GB/dp/B08NPH29YG,False,"Apple iPad Air (10.9-inch, Wi-Fi, 64GB) - Space Gray (Latest Model, 4th Generation) (Renewed)",$409.85,,4.4,600,https://m.media-amazon.com/images/I/619utiOsCrL._AC_UY218_.jpg
ipad,B079J6R384,https://www.amazon.com/Apple-iPad-Cellular-Space-Refurbished/dp/B079J6R384,False,Apple iPad Air 2 16GB Cellular Space Gray (Renewed),$139.00,,4.2,254,https://m.media-amazon.com/images/I/619utiOsCrL._AC_UY218_.jpg
ipad,B078X3B2RG,https://www.amazon.com/9-7-inch-Wi-Fi-Cellular-Silver-Renewed/dp/B078X3B2RG,False,"iPad Pro 9.7-inch (32GB, Wi-Fi + Cellular, Silver) 2016 Model (Renewed)",$210.00,,4.2,19,https://m.media-amazon.com/images/I/61t6leLWBqL._AC_UY218_.jpg
ipad,B06XS2PSGD,https://www.amazon.com/Apple-iPad-Air-Silver-Refurbished/dp/B06XS2PSGD,False,"Apple iPad Air 2, 32 GB, Silver, (Renewed)",$130.00,$144.00,4.2,315,https://m.media-amazon.com/images/I/61t6leLWBqL._AC_UY218_.jpg
ipad,B09WYYW4TR,https://www.amazon.com/SAMSUNG-Android-Lasting-Included-Speakers/dp/B09WYYW4TR,False,"SAMSUNG Galaxy Tab S6 Lite 10.4"" 128GB Android Tablet, S Pen Included, Slim Metal Design, AKG Dual Speakers, Long Lasting Battery, US Version, 2020, Angora Blue",$329.00,$429.99,4.7,"2,657",https://m.media-amazon.com/images/I/61EobGaoeaL._AC_UL400_.jpg
ipad,B077ZCR827,https://www.amazon.com/Apple-iPad-2017-32GB-Refurbished/dp/B077ZCR827,False,Apple iPad 5th Gen 2017 9.7in 32GB Gold (WiFi) (Renewed),$119.75,$174.10,4.1,40,https://m.media-amazon.com/images/I/61d5w87Zz-L._AC_UY218_.jpg
ipad,B07D42QBYW,https://www.amazon.com/Apple-iPad-Wi-Fi-Silver-Refurbished/dp/B07D42QBYW,False,"Apple iPad mini 4 (16GB, Wi-Fi, Silver) (Refurbished)",$168.07,$185.00,4.2,162,https://m.media-amazon.com/images/I/61d5w87Zz-L._AC_UY218_.jpg
ipad,B07YBHJK4W,https://www.amazon.com/iPad-Air-64GB-Gray-4G/dp/B07YBHJK4W,False,iPad Air 3 64GB Gray 4G,$228.55,$248.90,4.1,112,https://m.media-amazon.com/images/I/619utiOsCrL._AC_UY218_.jpg
ipad,B00TREI08E,https://www.amazon.com/Apple-Silver-Newest-Version-Refurbished/dp/B00TREI08E,False,"Apple iPad Air 2, 16 GB, Silver, Newest Version (Renewed)",$149.00,,4.1,811,https://m.media-amazon.com/images/I/619utiOsCrL._AC_UY218_.jpg
ipad,B0C2PXPD5H,https://www.amazon.com/Toddlers-Children-Toddler-Learning-Parental/dp/B0C2PXPD5H,False,"Tablet for Kids 7 Kids Tablet for Toddlers Tablet, 64GB Children Tablet, Kids Edition Tablet for Toddler Learning Tablet for Boys Girls with WIFI, Dual Camera, Touch Screen, Parental Control, Netflix",$49.99,,4.1,21,https://m.media-amazon.com/images/I/619utiOsCrL._AC_UY218_.jpg
ipad,B077ZG1ZT6,https://www.amazon.com/Apple-iPad-Pro-10-5-Refurbished/dp/B077ZG1ZT6,False,Apple iPad Pro 10.5in - 256GB Wifi - 2017 Model - Gray (Renewed),$299.00,$315.00,4.5,617,https://m.media-amazon.com/images/I/61t6leLWBqL._AC_UY218_.jpg
